"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158447041","2026-05-31 21:46","200156","Pott Street, Bethnal Green","2026-05-31 21:53","001161","Brushfield Street, Liverpool Street","51668","CLASSIC","6m 56s","416088"
"158447042","2026-05-31 21:46","200201","Battersea Church Road, Battersea","2026-05-31 21:53","200120","Grant Road East, Clapham Junction","59195","CLASSIC","6m 50s","410757"
"158447043","2026-05-31 21:46","001151","Whitehall Place, Strand","2026-05-31 21:58","001133","Baylis Road, Waterloo","56587","CLASSIC","12m 3s","723390"
"158447044","2026-05-31 21:46","200029","Finlay Street, Fulham","2026-05-31 22:00","200136","BBC White City, White City","64208","PBSC_EBIKE","14m 13s","853527"
"158447045","2026-05-31 21:46","003504","Moor Street, Soho","2026-05-31 21:59","001053","Clerkenwell Green, Clerkenwell","58899","CLASSIC","12m 49s","769131"
"158447046","2026-05-31 21:46","200006","Hewison Street, Old Ford","2026-05-31 21:53","200006","Hewison Street, Old Ford","50506","CLASSIC","7m 21s","441132"
"158447047","2026-05-31 21:46","200137","Caldwell Street, Stockwell","2026-05-31 22:01","300063","Burgess Park Albany Road, Walworth","62202","PBSC_EBIKE","14m 22s","862621"
"158447048","2026-05-31 21:46","300053","Stephendale Road, Sands End","2026-05-31 21:55","200010","Manresa Road, Chelsea","62439","PBSC_EBIKE","8m 54s","534078"
"158447049","2026-05-31 21:46","300221","Battersea Power Station, Battersea Park","2026-05-31 22:04","200023","Heath Road, Battersea","59802","CLASSIC","17m 27s","1047140"
"158447050","2026-05-31 21:46","200222","Danvers Street, West Chelsea","2026-05-31 21:56","300242","Allington Street, Victoria","53249","CLASSIC","9m 12s","552887"
"158447051","2026-05-31 21:46","003430","Central House, Aldgate","2026-05-31 21:52","022166","Albert Gardens, Stepney","52021","CLASSIC","5m 56s","356318"
"158447052","2026-05-31 21:46","300093","Park Lane, Mayfair","2026-05-31 21:57","001099","Frampton Street, Paddington","59123","CLASSIC","10m 13s","613542"
"158447024","2026-05-31 21:45","200235","Manbre Road, Hammersmith","2026-05-31 21:57","200166","Southerton Road, Hammersmith","58048","CLASSIC","12m 2s","722229"
"158447025","2026-05-31 21:45","200235","Manbre Road, Hammersmith","2026-05-31 21:51","300082","Bridge Avenue, Hammersmith","58129","CLASSIC","6m 36s","396800"
"158447026","2026-05-31 21:45","300212","Birkenhead Street, King's Cross","2026-05-31 22:05","200002","Jubilee Street, Stepney","62758","PBSC_EBIKE","19m 53s","1193281"
"158447027","2026-05-31 21:45","001020","Leonard Circus , Shoreditch","2026-05-31 21:54","200152","Pitfield Street North,Hoxton","57337","CLASSIC","9m 6s","546213"
"158447028","2026-05-31 21:45","003504","Moor Street, Soho","2026-05-31 21:57","010623","Greycoat Street , Westminster","62225","PBSC_EBIKE","12m 5s","725674"
"158447029","2026-05-31 21:45","003504","Moor Street, Soho","2026-05-31 21:57","010623","Greycoat Street , Westminster","52580","CLASSIC","12m 4s","724980"
"158447030","2026-05-31 21:45","200038","Ackroyd Drive, Bow","2026-05-31 21:58","001077","Royal London Hospital, Whitechapel","22141","CLASSIC","13m 26s","806990"
"158447031","2026-05-31 21:45","010627","Grosvenor Square, Mayfair","2026-05-31 21:50","001194","Westminster University, Marylebone","60324","PBSC_EBIKE","5m 18s","318290"
"158447032","2026-05-31 21:45","001207","Tavistock Street, Covent Garden","2026-05-31 21:55","200132","Gaywood  Street, Elephant & Castle","53956","CLASSIC","9m 43s","583810"
"158447033","2026-05-31 21:45","001071","Tower Gardens , Tower","2026-05-31 22:13","300205","Cromer Street, Bloomsbury","57238","CLASSIC","27m 47s","1667043"
"158447034","2026-05-31 21:45","200246","Eagle Wharf Road, Hoxton","2026-05-31 22:06","300050","Walworth Square, Walworth","52071","CLASSIC","20m 22s","1222801"
"158447036","2026-05-31 21:45","001033","Paddington Street, Marylebone","2026-05-31 22:03","200051","Percival Street, Finsbury","51182","CLASSIC","17m 7s","1027410"
"158447037","2026-05-31 21:45","300231","Lambeth Palace Road, Waterloo","2026-05-31 22:07","300252","Canada Water Station, Rotherhithe","55246","CLASSIC","21m 44s","1304416"
"158447039","2026-05-31 21:45","003423","Maida Vale, Maida Vale","2026-05-31 21:52","010625","Penfold Street, Marylebone","55195","CLASSIC","6m 20s","380975"
"158447019","2026-05-31 21:44","003452","Panton Street, West End","2026-05-31 21:59","003494","Foley Street, Fitzrovia","54611","CLASSIC","15m 13s","913454"
"158447020","2026-05-31 21:44","001020","Leonard Circus , Shoreditch","2026-05-31 21:54","200152","Pitfield Street North,Hoxton","50766","CLASSIC","9m 41s","581867"
"158447021","2026-05-31 21:44","200193","Snowsfields, London Bridge","2026-05-31 21:49","300061","Crimscott Street, Bermondsey","35855","CLASSIC","4m 13s","253456"
"158447022","2026-05-31 21:44","300010","Surrey Lane, Battersea","2026-05-31 21:46","200210","Westbridge Road, Battersea","56858","CLASSIC","1m 36s","96369"
"158447023","2026-05-31 21:45","200235","Manbre Road, Hammersmith","2026-05-31 21:57","200166","Southerton Road, Hammersmith","56588","CLASSIC","12m 19s","739262"
"158447003","2026-05-31 21:43","001151","Whitehall Place, Strand","2026-05-31 21:59","001133","Baylis Road, Waterloo","57026","CLASSIC","16m 52s","1012854"
"158447004","2026-05-31 21:43","002586","Cloudesley Road, Angel","2026-05-31 22:13","000974","Guilford Street , Bloomsbury","62844","PBSC_EBIKE","29m 50s","1790785"
"158447005","2026-05-31 21:43","001089","Queen's Gate (Central), South Kensington","2026-05-31 22:21","001065","Aldersgate Street, Barbican","35795","CLASSIC","38m 46s","2326137"
"158447006","2026-05-31 21:43","200022","Saunders Ness Road, Cubitt Town","2026-05-31 22:15","200163","Jubilee Plaza, Canary Wharf","54855","CLASSIC","32m 10s","1930667"
"158447007","2026-05-31 21:43","200010","Manresa Road, Chelsea","2026-05-31 22:05","200101","Monument Street, Monument","64180","PBSC_EBIKE","21m 46s","1306982"
"158447008","2026-05-31 21:43","001089","Queen's Gate (Central), South Kensington","2026-05-31 22:21","001065","Aldersgate Street, Barbican","52689","CLASSIC","38m 31s","2311662"
"158447009","2026-05-31 21:43","200012","Stepney Green Station, Stepney","2026-05-31 21:50","200002","Jubilee Street, Stepney","50627","CLASSIC","6m 38s","398919"
"158447010","2026-05-31 21:43","300226","Copper Box Arena, Queen Elizabeth Olympic Park","2026-05-31 21:45","300226","Copper Box Arena, Queen Elizabeth Olympic Park","21171","CLASSIC","2m 10s","130527"
"158447011","2026-05-31 21:43","003479","Old Brompton Road, South Kensington","2026-05-31 21:55","300038","Star Road, West Kensington","56556","CLASSIC","11m 39s","699665"
"158447012","2026-05-31 21:43","000991","Crosswall, Tower","2026-05-31 22:39","300071","Elgin Avenue, Maida Hill","58076","CLASSIC","56m 3s","3363258"
"158447013","2026-05-31 21:43","200185","St. John's Road, Clapham Junction","2026-05-31 22:05","200200","Great Suffolk Street, The Borough","62467","PBSC_EBIKE","21m 16s","1276743"
"158447014","2026-05-31 21:43","200240","Ferndale Road, Brixton","2026-05-31 21:52","001073","Kennington Road Post Office, Oval","55713","CLASSIC","8m 42s","522703"
"158447015","2026-05-31 21:43","003459","Collingham Gardens, Earl's Court","2026-05-31 22:27","003423","Maida Vale, Maida Vale","57445","CLASSIC","43m 33s","2613969"
"158447016","2026-05-31 21:44","300079","London Street, Paddington","2026-05-31 21:55","002589","Pembridge Villas, Notting Hill","54132","CLASSIC","11m 22s","682316"
"158447017","2026-05-31 21:44","200198","Seymour Place, Marylebone","2026-05-31 21:47","001050","Park Road (Baker Street), The Regent's Park","59652","CLASSIC","3m 24s","204887"
"158447018","2026-05-31 21:44","001088","Triangle Car Park, Hyde Park","2026-05-31 21:54","001088","Triangle Car Park, Hyde Park","53185","CLASSIC","10m 13s","613749"
"158446987","2026-05-31 21:42","200156","Pott Street, Bethnal Green","2026-05-31 21:48","200012","Stepney Green Station, Stepney","57190","CLASSIC","6m 30s","390221"
"158446988","2026-05-31 21:42","200211","Union Grove, Wandsworth Road","2026-05-31 22:13","000996","Borough High Street, The Borough","23583","CLASSIC","30m 58s","1858990"
"158446989","2026-05-31 21:42","002694","Clapham Common Station, Clapham Common","2026-05-31 22:05","200184","Erin Close, Walham Green","59871","CLASSIC","23m 42s","1422753"
"158446990","2026-05-31 21:42","200086","Ilchester Gardens, Bayswater","2026-05-31 21:52","001172","Queen's Gate (South), South Kensington","53590","CLASSIC","10m 26s","626754"
"158446991","2026-05-31 21:42","200250","Cleveland Way, Stepney","2026-05-31 22:40","200149","Watney Street, Shadwell","57387","CLASSIC","58m 40s","3520705"
"158446992","2026-05-31 21:42","002694","Clapham Common Station, Clapham Common","2026-05-31 22:06","200184","Erin Close, Walham Green","40256","CLASSIC","23m 46s","1426297"
"158446993","2026-05-31 21:42","001151","Whitehall Place, Strand","2026-05-31 21:59","001133","Baylis Road, Waterloo","57844","CLASSIC","17m 16s","1036006"
"158446994","2026-05-31 21:42","200151","Hoxton Station, Hoxton","2026-05-31 21:52","200025","London Fields, Hackney Central","40257","CLASSIC","10m 13s","613874"
"158446995","2026-05-31 21:42","200183","Battersea Park Road, Nine Elms","2026-05-31 22:17","300094","Plough Terrace, Clapham Junction","52783","CLASSIC","34m 37s","2077360"
"158446996","2026-05-31 21:42","001108","North Wharf Road, Paddington","2026-05-31 21:57","001130","Grove End Road, St. John's Wood","57562","CLASSIC","15m 8s","908618"
"158446997","2026-05-31 21:42","001121","Lexham Gardens, Kensington","2026-05-31 21:49","003499","Prince Consort Road, Knightsbridge","55259","CLASSIC","6m 19s","379736"
"158446998","2026-05-31 21:43","300242","Allington Street, Victoria","2026-05-31 22:10","003423","Maida Vale, Maida Vale","51726","CLASSIC","27m 24s","1644544"
"158446999","2026-05-31 21:42","300242","Allington Street, Victoria","2026-05-31 22:03","001166","Bell Street , Marylebone","24368","CLASSIC","20m 35s","1235026"
"158447000","2026-05-31 21:42","200183","Battersea Park Road, Nine Elms","2026-05-31 22:11","300051","Hibbert Street, Battersea","30026","CLASSIC","28m 9s","1689388"
"158447001","2026-05-31 21:42","001011","Argyle Street, Kings Cross","2026-05-31 22:16","003504","Moor Street, Soho","52325","CLASSIC","33m 35s","2015693"
"158447002","2026-05-31 21:43","300021","Podium, Queen Elizabeth Olympic Park","2026-05-31 21:59","300234","Stratford Station, Stratford","58643","CLASSIC","16m 48s","1008831"
"158446980","2026-05-31 21:41","200118","Albert Street, Camden Town","2026-05-31 21:54","001175","Mallory Street, Marylebone","21181","CLASSIC","13m 24s","804732"
"158446981","2026-05-31 21:41","001188","London Zoo Car Park, The Regent's Park","2026-05-31 21:48","001005","Eversholt Street , Camden Town","59893","CLASSIC","7m 40s","460270"
"158446982","2026-05-31 21:41","200241","Bonner Gate, Victoria Park","2026-05-31 21:53","200149","Watney Street, Shadwell","53149","CLASSIC","12m 35s","755476"
"158446983","2026-05-31 21:41","002665","Lord's, St. John's Wood","2026-05-31 21:46","001027","Warwick Avenue Station, Maida Vale","58663","CLASSIC","4m 30s","270675"
"158446984","2026-05-31 21:41","000983","Euston Road, Euston","2026-05-31 21:46","200134","Albany Street, The Regent's Park","63002","PBSC_EBIKE","4m 33s","273600"
"158446985","2026-05-31 21:41","300030","Thorndike Close, West Chelsea","2026-05-31 21:53","300052","Parsons Green Station, Parsons Green","35300","CLASSIC","11m 40s","700724"
"158446986","2026-05-31 21:41","001052","Soho Square , Soho","2026-05-31 21:48","022169","Wren Street, Holborn","52911","CLASSIC","6m 54s","414897"
"158446966","2026-05-31 21:40","001172","Queen's Gate (South), South Kensington","2026-05-31 21:49","001088","Triangle Car Park, Hyde Park","56023","CLASSIC","9m 40s","580756"
"158446967","2026-05-31 21:40","300093","Park Lane, Mayfair","2026-05-31 22:03","001150","Queensway, Kensington Gardens","52822","CLASSIC","23m 9s","1389517"
"158446968","2026-05-31 21:40","003442","Abingdon Villas, Kensington","2026-05-31 22:15","003442","Abingdon Villas, Kensington","54651","CLASSIC","35m 39s","2139586"
"158446969","2026-05-31 21:40","010627","Grosvenor Square, Mayfair","2026-05-31 21:56","001028","William IV Street, Strand","62754","PBSC_EBIKE","15m 54s","954080"
"158446970","2026-05-31 21:40","001129","Sun Street, Liverpool Street","2026-05-31 21:49","001051","Shoreditch Park, Hoxton","54225","CLASSIC","9m 13s","553868"
"158446971","2026-05-31 21:40","001129","Sun Street, Liverpool Street","2026-05-31 21:50","001051","Shoreditch Park, Hoxton","55619","CLASSIC","9m 47s","587292"
"158446972","2026-05-31 21:40","001080","Great Tower Street, Monument","2026-05-31 22:32","200181","Richmond Way, Shepherd's Bush","59798","CLASSIC","52m 2s","3122765"
"158446973","2026-05-31 21:40","001206","Montpelier Street, Knightsbridge","2026-05-31 22:08","300031","Islington Green, Angel","50381","CLASSIC","27m 19s","1639542"
"158446974","2026-05-31 21:40","300040","Ada Street, Hackney Central","2026-05-31 22:18","001038","Harrington Square 1, Camden Town","55038","CLASSIC","37m 26s","2246256"
"158446975","2026-05-31 21:40","300059","The Blue, Bermondsey","2026-05-31 21:58","000994","Tanner Street, Bermondsey","50334","CLASSIC","17m 57s","1077870"
"158446976","2026-05-31 21:40","000961","Union Street, The Borough","2026-05-31 21:50","000961","Union Street, The Borough","62466","PBSC_EBIKE","9m 28s","568183"
"158446977","2026-05-31 21:40","300058","The Vale, Chelsea","2026-05-31 21:42","200010","Manresa Road, Chelsea","59518","CLASSIC","1m 20s","80063"
"158446978","2026-05-31 21:41","300101","Little Brook Green, Brook Green","2026-05-31 21:43","200209","Shepherd's Bush Road North, Shepherd's Bush","50824","CLASSIC","2m 13s","133318"
"158446979","2026-05-31 21:41","001070","Bricklayers Arms, Borough","2026-05-31 21:48","001213","Curlew Street, Shad Thames","59278","CLASSIC","7m 55s","475073"
"158446960","2026-05-31 21:39","200141","Westfield Ariel Way, White City","2026-05-31 21:45","300101","Little Brook Green, Brook Green","20814","CLASSIC","6m 12s","372589"
"158446961","2026-05-31 21:39","001106","Rampayne Street, Pimlico","2026-05-31 21:42","001174","Alderney Street, Pimlico","57602","CLASSIC","3m 26s","206839"
"158446962","2026-05-31 21:39","300205","Cromer Street, Bloomsbury","2026-05-31 23:17","001011","Argyle Street, Kings Cross","51722","CLASSIC","1h 37m 45s","5865870"
"158446963","2026-05-31 21:39","003424","Broadcasting House, Marylebone","2026-05-31 21:44","003476","Hinde Street, Marylebone","24485","CLASSIC","4m 34s","274483"
"158446964","2026-05-31 21:39","001026","Roscoe Street, St. Luke's","2026-05-31 22:33","000964","Bath Street, St. Luke's","56737","CLASSIC","53m 39s","3219605"
"158446965","2026-05-31 21:40","300205","Cromer Street, Bloomsbury","2026-05-31 22:14","001011","Argyle Street, Kings Cross","57233","CLASSIC","34m 33s","2073905"
"158446949","2026-05-31 21:38","300216","Gas Holders, Battersea Park","2026-05-31 22:11","200183","Battersea Park Road, Nine Elms","52551","CLASSIC","32m 56s","1976356"
"158446950","2026-05-31 21:38","001128","Westbourne Green, Westbourne","2026-05-31 21:48","001162","Dorset Square, Marylebone","50206","CLASSIC","10m 25s","625701"
"158446951","2026-05-31 21:38","200111","Abbotsbury Road, Holland Park","2026-05-31 21:56","001182","Notting Hill Gate Station, Notting Hill","57651","CLASSIC","18m 21s","1101448"
"158446952","2026-05-31 21:38","002703","Fire Brigade Pier, Vauxhall","2026-05-31 21:57","200048","Page Street, Westminster","59611","CLASSIC","19m 15s","1155105"
"158446953","2026-05-31 21:38","300221","Battersea Power Station, Battersea Park","2026-05-31 21:44","022160","Chelsea Bridge, Pimlico","51774","CLASSIC","6m 31s","391984"
"158446954","2026-05-31 21:38","200011","Furze Green, Bow","2026-05-31 21:54","001171","New Road 1 , Whitechapel","41286","CLASSIC","15m 39s","939556"
"158446955","2026-05-31 21:38","001142","Tooley Street, Bermondsey","2026-05-31 21:41","002667","Tower Wharf, Bermondsey","54399","CLASSIC","2m 44s","164613"
"158446956","2026-05-31 21:38","022172","Bromley High Street, Bow","2026-05-31 22:02","200131","Clarkson Street, Bethnal Green","55346","CLASSIC","23m 12s","1392248"
"158446957","2026-05-31 21:38","003424","Broadcasting House, Marylebone","2026-05-31 21:54","001126","North Audley Street, Mayfair","62971","PBSC_EBIKE","15m 26s","926907"
"158446958","2026-05-31 21:38","200079","Ram Street, Wandsworth","2026-05-31 21:45","200186","Nantes Close, Wandsworth","52257","CLASSIC","6m 17s","377294"
"158446959","2026-05-31 21:38","300024","Dunston Road , Haggerston","2026-05-31 21:59","000974","Guilford Street , Bloomsbury","41079","CLASSIC","20m 55s","1255842"
"158446936","2026-05-31 21:37","200147","Salmon Lane, Limehouse","2026-05-31 21:42","300049","Aylward Street, Stepney","53717","CLASSIC","4m 55s","295424"
"158446937","2026-05-31 21:37","300216","Gas Holders, Battersea Park","2026-05-31 22:10","200183","Battersea Park Road, Nine Elms","42206","CLASSIC","33m 42s","2022717"
"158446938","2026-05-31 21:37","200096","Green Park Station, Mayfair","2026-05-31 22:06","003450","Great Titchfield Street, Fitzrovia","55100","CLASSIC","28m 44s","1724406"
"158446939","2026-05-31 21:37","001088","Triangle Car Park, Hyde Park","2026-05-31 21:52","001088","Triangle Car Park, Hyde Park","52174","CLASSIC","15m 3s","903474"
"158446940","2026-05-31 21:37","300252","Canada Water Station, Rotherhithe","2026-05-31 21:47","001213","Curlew Street, Shad Thames","53356","CLASSIC","9m 59s","599600"
"158446941","2026-05-31 21:37","000973","Bethnal Green Road, Shoreditch","2026-06-01 00:37","022174","Granby Street, Shoreditch","62835","PBSC_EBIKE","2h 59m 29s","10769288"
"158446942","2026-05-31 21:37","001040","West Smithfield Rotunda, Farringdon","2026-05-31 21:45","001049","Finsbury Leisure Centre, St. Luke's","57067","CLASSIC","7m 37s","457473"
"158446943","2026-05-31 21:37","001088","Triangle Car Park, Hyde Park","2026-05-31 21:51","001088","Triangle Car Park, Hyde Park","52265","CLASSIC","14m 1s","841569"
"158446944","2026-05-31 21:37","003479","Old Brompton Road, South Kensington","2026-05-31 21:40","200001","Limerston Street, West Chelsea","57642","CLASSIC","2m 59s","179185"
"158446945","2026-05-31 21:37","001077","Royal London Hospital, Whitechapel","2026-05-31 21:44","200156","Pott Street, Bethnal Green","51713","CLASSIC","6m 26s","386924"
"158446946","2026-05-31 21:37","002691","Howland Street, Fitzrovia","2026-05-31 22:10","001210","Nevern Place, Earl's Court","51414","CLASSIC","32m 16s","1936746"
"158446947","2026-05-31 21:38","001204","Queen's Gate (North), Kensington","2026-05-31 21:47","001227","Devonshire Terrace, Bayswater","51534","CLASSIC","9m 13s","553388"
"158446948","2026-05-31 21:38","001086","Baker Street, Marylebone","2026-05-31 21:43","200005","New Cavendish Street, Marylebone","40697","CLASSIC","5m 0s","300232"
"158446913","2026-05-31 21:36","001027","Warwick Avenue Station, Maida Vale","2026-05-31 22:01","200136","BBC White City, White City","22407","CLASSIC","25m 38s","1538145"
"158446914","2026-05-31 21:36","300015","Binfield Road, Stockwell","2026-05-31 21:41","200211","Union Grove, Wandsworth Road","58291","CLASSIC","4m 53s","293564"
"158446915","2026-05-31 21:36","200112","Cadogan Close, Victoria Park","2026-05-31 22:16","022169","Wren Street, Holborn","54694","CLASSIC","40m 16s","2416359"
"158446916","2026-05-31 21:36","300042","Upper Richmond Road, Putney","2026-05-31 21:42","300019","Felsham Road, Putney","51964","CLASSIC","5m 48s","348380"
"158446917","2026-05-31 21:36","002636","Prince Albert Road, The Regent's Park","2026-05-31 22:04","002637","Bermondsey Street, Bermondsey","64182","PBSC_EBIKE","27m 42s","1662833"
"158446918","2026-05-31 21:36","200231","Abingdon Green, Westminster","2026-05-31 21:53","001103","Gloucester Street, Pimlico","59919","CLASSIC","17m 5s","1025114"
"158446919","2026-05-31 21:36","003452","Panton Street, West End","2026-05-31 22:17","000994","Tanner Street, Bermondsey","61201","PBSC_EBIKE","40m 41s","2441760"
"158446920","2026-05-31 21:36","001035","Boston Place, Marylebone","2026-05-31 21:59","200154","Hansard Mews, Holland Park","51684","CLASSIC","22m 31s","1351848"
"158446921","2026-05-31 21:36","300216","Gas Holders, Battersea Park","2026-05-31 22:26","200183","Battersea Park Road, Nine Elms","55995","CLASSIC","49m 57s","2997974"
"158446922","2026-05-31 21:36","300216","Gas Holders, Battersea Park","2026-05-31 21:50","300006","Clapham South, Clapham South","55168","CLASSIC","13m 43s","823302"
"158446923","2026-05-31 21:36","000973","Bethnal Green Road, Shoreditch","2026-05-31 21:37","000973","Bethnal Green Road, Shoreditch","62320","PBSC_EBIKE","43s","43745"
"158446924","2026-05-31 21:36","300063","Burgess Park Albany Road, Walworth","2026-05-31 22:08","200128","Queen Street 2, Bank","30484","CLASSIC","32m 4s","1924772"
"158446926","2026-05-31 21:36","300063","Burgess Park Albany Road, Walworth","2026-05-31 22:08","200128","Queen Street 2, Bank","55374","CLASSIC","32m 0s","1920653"
"158446927","2026-05-31 21:36","300252","Canada Water Station, Rotherhithe","2026-05-31 21:41","200216","Clements Road, Bermondsey","54967","CLASSIC","5m 2s","302743"
"158446928","2026-05-31 21:36","001095","LSBU (Borough Road), Elephant & Castle","2026-05-31 22:18","003452","Panton Street, West End","62948","PBSC_EBIKE","41m 46s","2506931"
"158446929","2026-05-31 21:36","300093","Park Lane, Mayfair","2026-05-31 21:49","001133","Baylis Road, Waterloo","22103","CLASSIC","12m 23s","743420"
"158446930","2026-05-31 21:36","300083","Duke Street Hill, London Bridge","2026-05-31 21:47","200051","Percival Street, Finsbury","60327","PBSC_EBIKE","10m 55s","655871"
"158446931","2026-05-31 21:36","300214","Blackfriars Road, Southwark","2026-05-31 21:41","200076","Westminster Bridge Road, Elephant & Castle","52935","CLASSIC","4m 5s","245211"
"158446932","2026-05-31 21:37","200030","Driffield Road, Old Ford","2026-05-31 22:04","200147","Salmon Lane, Limehouse","54210","CLASSIC","27m 28s","1648639"
"158446933","2026-05-31 21:37","200014","Gunmakers Lane, Old Ford","2026-05-31 22:16","200014","Gunmakers Lane, Old Ford","58875","CLASSIC","39m 13s","2353995"
"158446934","2026-05-31 21:37","300216","Gas Holders, Battersea Park","2026-05-31 22:10","200183","Battersea Park Road, Nine Elms","30900","CLASSIC","33m 48s","2028207"
"158446899","2026-05-31 21:35","001075","Hyde Park Corner, Hyde Park","2026-05-31 22:01","200069","Knaresborough Place, Earl's Court","52772","CLASSIC","26m 5s","1565351"
"158446900","2026-05-31 21:35","001050","Park Road (Baker Street), The Regent's Park","2026-05-31 22:07","300050","Walworth Square, Walworth","54262","CLASSIC","32m 22s","1942660"
"158446901","2026-05-31 21:35","200172","Lansdowne Road, Ladbroke Grove","2026-05-31 21:39","300007","Rifle Place, Avondale","57141","CLASSIC","3m 43s","223716"
"158446902","2026-05-31 21:35","300048","Stainsby Road , Poplar","2026-05-31 22:10","300200","East Village, Queen Elizabeth Olympic Park","56892","CLASSIC","34m 49s","2089199"
"158446903","2026-05-31 21:35","002637","Bermondsey Street, Bermondsey","2026-05-31 21:45","000999","Queen Street 1, Bank","56627","CLASSIC","10m 17s","617278"
"158446904","2026-05-31 21:35","001160","Craven Street, Strand","2026-05-31 21:51","003477","Porchester Place, Paddington","24027","CLASSIC","16m 11s","971413"
"158446905","2026-05-31 21:35","001081","Liverpool Road (N1 Centre), Angel","2026-05-31 22:05","002662","Butler Place, Westminster","35205","CLASSIC","29m 39s","1779529"
"158446906","2026-05-31 21:35","001113","Trebovir Road, Earl's Court","2026-05-31 21:51","200235","Manbre Road, Hammersmith","54167","CLASSIC","16m 2s","962510"
"158446907","2026-05-31 21:35","001092","Moorfields, Moorgate","2026-05-31 21:40","002641","New North Road 2, Hoxton","58093","CLASSIC","4m 26s","266398"
"158446908","2026-05-31 21:35","000973","Bethnal Green Road, Shoreditch","2026-05-31 22:23","300234","Stratford Station, Stratford","54036","CLASSIC","47m 26s","2846053"
"158446909","2026-05-31 21:35","001126","North Audley Street, Mayfair","2026-05-31 21:35","001126","North Audley Street, Mayfair","41891","CLASSIC","5s","5905"
"158446910","2026-05-31 21:35","300018","Charing Cross Hospital, Hammersmith","2026-05-31 21:37","200215","Greyhound Road, Hammersmith","50948","CLASSIC","1m 52s","112618"
"158446911","2026-05-31 21:35","003420","Sedding Street, Sloane Square","2026-05-31 21:50","200086","Ilchester Gardens, Bayswater","59841","CLASSIC","14m 40s","880246"
"158446912","2026-05-31 21:36","003436","Derry Street, Kensington","2026-05-31 21:42","001001","West Cromwell Road, Earl's Court","24130","CLASSIC","6m 29s","389039"
"158446887","2026-05-31 21:34","002696","Waterloo Station 1, Waterloo","2026-05-31 21:39","300237","Tate Modern, Bankside","59604","CLASSIC","5m 44s","344294"
"158446888","2026-05-31 21:34","200129","Charlotte Terrace, Angel","2026-05-31 21:41","002586","Cloudesley Road, Angel","30358","CLASSIC","7m 19s","439328"
"158446889","2026-05-31 21:34","001033","Paddington Street, Marylebone","2026-05-31 21:48","003439","Tavistock Place, Bloomsbury","41523","CLASSIC","13m 59s","839948"
"158446890","2026-05-31 21:34","200004","Lightermans Road, Millwall","2026-05-31 22:54","200099","Upper Bank Street, Canary Wharf","62674","PBSC_EBIKE","1h 20m 6s","4806373"
"158446891","2026-05-31 21:34","200227","Westfield Library Corner, Shepherd's Bush","2026-05-31 22:13","200213","Durant Street, Bethnal Green","62842","PBSC_EBIKE","39m 21s","2361960"
"158446892","2026-05-31 21:34","300040","Ada Street, Hackney Central","2026-05-31 21:45","200167","Twig Folly Bridge, Mile End","21019","CLASSIC","10m 39s","639068"
"158446893","2026-05-31 21:34","001024","Park Street, Bankside","2026-05-31 21:46","001118","Hampton Street, Walworth","63157","PBSC_EBIKE","11m 42s","702844"
"158446894","2026-05-31 21:34","002667","Tower Wharf, Bermondsey","2026-05-31 22:01","002667","Tower Wharf, Bermondsey","54369","CLASSIC","26m 22s","1582280"
"158446895","2026-05-31 21:34","001010","Cartwright Gardens , Bloomsbury","2026-05-31 21:42","300211","Ossulston Street, Somers Town","52475","CLASSIC","7m 15s","435524"
"158446896","2026-05-31 21:34","003452","Panton Street, West End","2026-05-31 22:16","000994","Tanner Street, Bermondsey","21277","CLASSIC","41m 59s","2519722"
"158446897","2026-05-31 21:34","200064","Regent's Row , Haggerston","2026-05-31 21:55","001146","Tysoe Street, Clerkenwell","62796","PBSC_EBIKE","20m 12s","1212976"
"158446898","2026-05-31 21:35","200094","St. Bride Street, Holborn","2026-05-31 21:43","022169","Wren Street, Holborn","56086","CLASSIC","8m 6s","486741"
"158446878","2026-05-31 21:33","003490","Southwick Street, Paddington","2026-05-31 21:40","001157","Black Lion Gate, Kensington Gardens","51970","CLASSIC","7m 0s","420817"
"158446879","2026-05-31 21:33","022174","Granby Street, Shoreditch","2026-05-31 21:33","022174","Granby Street, Shoreditch","64172","PBSC_EBIKE","12s","12662"
"158446880","2026-05-31 21:33","003479","Old Brompton Road, South Kensington","2026-05-31 21:51","001008","Hatton Wall, Holborn","63236","PBSC_EBIKE","18m 9s","1089759"
"158446881","2026-05-31 21:33","200036","Bell Lane, Liverpool Street","2026-05-31 21:44","200165","Wellington Row, Bethnal Green","59966","CLASSIC","10m 53s","653443"
"158446883","2026-05-31 21:33","300058","The Vale, Chelsea","2026-05-31 21:45","001155","Regency Street, Westminster","62989","PBSC_EBIKE","11m 47s","707974"
"158446885","2026-05-31 21:34","001129","Sun Street, Liverpool Street","2026-05-31 21:44","300049","Aylward Street, Stepney","55267","CLASSIC","10m 52s","652328"
"158446886","2026-05-31 21:34","200209","Shepherd's Bush Road North, Shepherd's Bush","2026-05-31 21:53","300052","Parsons Green Station, Parsons Green","50491","CLASSIC","19m 5s","1145479"
"158446860","2026-05-31 21:32","001128","Westbourne Green, Westbourne","2026-05-31 21:37","001027","Warwick Avenue Station, Maida Vale","53841","CLASSIC","5m 38s","338901"
