"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158447346","2026-05-31 22:11","002694","Clapham Common Station, Clapham Common","2026-05-31 22:21","200185","St. John's Road, Clapham Junction","60273","PBSC_EBIKE","9m 30s","570747"
"158447347","2026-05-31 22:11","002685","South Kensington Station, South Kensington","2026-05-31 22:27","001140","Grosvenor Road, Pimlico","55007","CLASSIC","15m 42s","942174"
"158447348","2026-05-31 22:11","001000","Vauxhall Cross, Vauxhall","2026-05-31 22:43","200165","Wellington Row, Bethnal Green","62252","PBSC_EBIKE","31m 43s","1903223"
"158447349","2026-05-31 22:11","001191","Barbican Centre, Barbican","2026-05-31 22:23","200152","Pitfield Street North,Hoxton","59041","CLASSIC","12m 6s","726423"
"158447350","2026-05-31 22:11","300088","Queensdale Road, Shepherd's Bush","2026-05-31 22:27","001230","Millennium Hotel, Mayfair","57309","CLASSIC","15m 40s","940790"
"158447351","2026-05-31 22:11","001208","Dickens Square, Borough","2026-05-31 22:26","300249","Westminster Pier, Westminster","52903","CLASSIC","14m 35s","875123"
"158447352","2026-05-31 22:11","001126","North Audley Street, Mayfair","2026-05-31 23:04","001071","Tower Gardens , Tower","63014","PBSC_EBIKE","52m 55s","3175869"
"158447353","2026-05-31 22:11","001030","Lisson Grove, St. John's Wood","2026-05-31 22:21","001194","Westminster University, Marylebone","58205","CLASSIC","9m 17s","557415"
"158447354","2026-05-31 22:11","300200","East Village, Queen Elizabeth Olympic Park","2026-05-31 22:41","200249","Queen Mary's, Mile End","54961","CLASSIC","29m 59s","1799114"
"158447355","2026-05-31 22:12","001228","Southampton Street, Strand","2026-05-31 22:32","003470","Great Percy Street, Clerkenwell","57939","CLASSIC","20m 27s","1227337"
"158447325","2026-05-31 22:10","001217","Serpentine Car Park, Hyde Park","2026-05-31 22:42","001217","Serpentine Car Park, Hyde Park","55515","CLASSIC","32m 9s","1929529"
"158447326","2026-05-31 22:10","300253","Bermondsey Station, Bermondsey","2026-05-31 22:16","300004","Harris Academy, Bermondsey","52308","CLASSIC","6m 0s","360491"
"158447327","2026-05-31 22:10","200148","Ansell House, Stepney","2026-05-31 22:14","300049","Aylward Street, Stepney","58050","CLASSIC","3m 49s","229539"
"158447328","2026-05-31 22:10","001041","Westbourne Grove, Bayswater","2026-05-31 22:17","300079","London Street, Paddington","30048","CLASSIC","7m 19s","439946"
"158447329","2026-05-31 22:10","001151","Whitehall Place, Strand","2026-05-31 22:31","002677","Natural History Museum, South Kensington","62435","PBSC_EBIKE","21m 10s","1270406"
"158447330","2026-05-31 22:10","001217","Serpentine Car Park, Hyde Park","2026-05-31 22:41","001217","Serpentine Car Park, Hyde Park","56430","CLASSIC","31m 15s","1875978"
"158447331","2026-05-31 22:10","300031","Islington Green, Angel","2026-05-31 22:38","200025","London Fields, Hackney Central","50381","CLASSIC","27m 59s","1679742"
"158447332","2026-05-31 22:10","001094","Wright's Lane, Kensington","2026-05-31 22:46","200247","Globe Town Market, Bethnal Green","62728","PBSC_EBIKE","35m 33s","2133052"
"158447333","2026-05-31 22:10","001150","Queensway, Kensington Gardens","2026-05-31 22:30","022159","Ebury Bridge, Pimlico","52822","CLASSIC","19m 32s","1172272"
"158447334","2026-05-31 22:10","300014","Falcon Road, Clapham Junction","2026-05-31 22:15","300073","Prince of Wales Drive, Battersea Park","51024","CLASSIC","5m 16s","316028"
"158447335","2026-05-31 22:10","001138","Elizabeth Bridge, Victoria","2026-05-31 22:34","002683","Millbank Tower, Pimlico","53152","CLASSIC","23m 20s","1400057"
"158447336","2026-05-31 22:10","001098","Lower Thames Street, Monument","2026-05-31 22:34","300225","Normandy Road, Stockwell","55586","CLASSIC","23m 18s","1398884"
"158447338","2026-05-31 22:11","200238","Westferry DLR, Limehouse","2026-05-31 22:57","300207","Gauden Road, Clapham","63459","PBSC_EBIKE","46m 27s","2787872"
"158447339","2026-05-31 22:11","000959","Milroy Walk, South Bank","2026-05-31 22:15","001082","Borough Road, Elephant & Castle","59183","CLASSIC","4m 33s","273019"
"158447317","2026-05-31 22:09","001191","Barbican Centre, Barbican","2026-05-31 22:27","300241","Handyside Street, King's Cross","56364","CLASSIC","18m 9s","1089449"
"158447318","2026-05-31 22:09","001186","Belvedere Road 1, South Bank","2026-05-31 22:51","300246","Belvedere Road 2, South Bank","57656","CLASSIC","42m 9s","2529467"
"158447319","2026-05-31 22:09","001191","Barbican Centre, Barbican","2026-05-31 22:11","001191","Barbican Centre, Barbican","59041","CLASSIC","1m 47s","107469"
"158447320","2026-05-31 22:09","001186","Belvedere Road 1, South Bank","2026-05-31 22:51","001186","Belvedere Road 1, South Bank","57471","CLASSIC","42m 8s","2528219"
"158447321","2026-05-31 22:09","200210","Westbridge Road, Battersea","2026-05-31 22:12","300005","Ethelburga Estate, Battersea Park","58245","CLASSIC","3m 9s","189882"
"158447322","2026-05-31 22:09","200083","Pritchard's Road, Bethnal Green","2026-05-31 22:33","200131","Clarkson Street, Bethnal Green","64210","PBSC_EBIKE","24m 6s","1446245"
"158447323","2026-05-31 22:09","003444","Penywern Road, Earl's Court","2026-05-31 22:54","001055","Wellington Road, St. John's Wood","35438","CLASSIC","44m 16s","2656748"
"158447324","2026-05-31 22:09","200083","Pritchard's Road, Bethnal Green","2026-05-31 22:33","200131","Clarkson Street, Bethnal Green","62148","PBSC_EBIKE","24m 5s","1445992"
"158447306","2026-05-31 22:08","001212","Concert Hall Approach, South Bank","2026-05-31 22:25","200211","Union Grove, Wandsworth Road","55775","CLASSIC","17m 42s","1062840"
"158447307","2026-05-31 22:08","300228","Westferry Circus, Canary Wharf","2026-05-31 22:10","200238","Westferry DLR, Limehouse","41383","CLASSIC","2m 8s","128667"
"158447308","2026-05-31 22:08","003439","Tavistock Place, Bloomsbury","2026-05-31 23:29","001156","Bedford Way, Bloomsbury","41523","CLASSIC","1h 21m 41s","4901421"
"158447309","2026-05-31 22:08","200047","Bethnal Green Garden, Bethnal Green","2026-05-31 22:12","022173","Old Ford Road, Bethnal Green","62751","PBSC_EBIKE","3m 50s","230480"
"158447310","2026-05-31 22:08","001008","Hatton Wall, Holborn","2026-05-31 23:01","200183","Battersea Park Road, Nine Elms","63236","PBSC_EBIKE","53m 35s","3215347"
"158447311","2026-05-31 22:08","010629","Rotherhithe Roundabout, Rotherhithe","2026-05-31 22:38","002679","George Row, Bermondsey","64121","PBSC_EBIKE","29m 55s","1795087"
"158447312","2026-05-31 22:08","003425","Northington Street , Holborn","2026-05-31 22:27","001105","LMU Commercial Road, Whitechapel","57118","CLASSIC","18m 35s","1115858"
"158447313","2026-05-31 22:08","200138","Heron Quays DLR, Canary Wharf","2026-05-31 22:20","022166","Albert Gardens, Stepney","56229","CLASSIC","12m 4s","724087"
"158447314","2026-05-31 22:08","022170","Kennington Station, Kennington","2026-05-31 22:13","003498","Geraldine Street, Elephant & Castle","58881","CLASSIC","5m 8s","308634"
"158447315","2026-05-31 22:08","300206","Saltoun Road, Brixton","2026-05-31 22:18","002694","Clapham Common Station, Clapham Common","22393","CLASSIC","9m 59s","599805"
"158447316","2026-05-31 22:08","001191","Barbican Centre, Barbican","2026-05-31 22:27","300241","Handyside Street, King's Cross","57815","CLASSIC","18m 19s","1099681"
"158447294","2026-05-31 22:07","200058","Northdown Street, King's Cross","2026-05-31 22:10","200058","Northdown Street, King's Cross","53617","CLASSIC","3m 38s","218726"
"158447295","2026-05-31 22:07","003428","Pancras Road, King's Cross","2026-05-31 22:11","300203","Euston Square Gardens, Euston","62752","PBSC_EBIKE","4m 30s","270387"
"158447296","2026-05-31 22:07","200025","London Fields, Hackney Central","2026-05-31 22:16","002641","New North Road 2, Hoxton","64215","PBSC_EBIKE","8m 47s","527812"
"158447297","2026-05-31 22:07","200031","East Ferry Road, Cubitt Town","2026-05-31 22:09","200243","St. John's Park, Cubitt Town","59870","CLASSIC","2m 6s","126340"
"158447298","2026-05-31 22:07","003504","Moor Street, Soho","2026-05-31 22:25","300216","Gas Holders, Battersea Park","55545","CLASSIC","18m 19s","1099919"
"158447299","2026-05-31 22:07","300034","St. Mark's Road, North Kensington","2026-05-31 22:24","001096","Bayswater Road, Hyde Park","21298","CLASSIC","16m 58s","1018452"
"158447300","2026-05-31 22:07","001080","Great Tower Street, Monument","2026-05-31 22:18","200250","Cleveland Way, Stepney","53658","CLASSIC","11m 20s","680195"
"158447301","2026-05-31 22:07","001174","Alderney Street, Pimlico","2026-05-31 22:18","200137","Caldwell Street, Stockwell","57754","CLASSIC","10m 40s","640016"
"158447302","2026-05-31 22:07","200122","Hawley Crescent, Camden Town","2026-05-31 22:34","001223","Buxton Street 1, Shoreditch","30061","CLASSIC","26m 43s","1603899"
"158447303","2026-05-31 22:07","200230","Maplin Street, Mile End","2026-05-31 22:12","200006","Hewison Street, Old Ford","41738","CLASSIC","4m 59s","299782"
"158447304","2026-05-31 22:08","300217","Here East North, Queen Elizabeth Olympic Park","2026-05-31 22:14","300227","Timber Lodge, Queen Elizabeth Olympic Park","56923","CLASSIC","6m 16s","376018"
"158447305","2026-05-31 22:07","001088","Triangle Car Park, Hyde Park","2026-05-31 22:22","003479","Old Brompton Road, South Kensington","53185","CLASSIC","14m 30s","870886"
"158447283","2026-05-31 22:06","001053","Clerkenwell Green, Clerkenwell","2026-05-31 22:12","000974","Guilford Street , Bloomsbury","58899","CLASSIC","6m 17s","377325"
"158447284","2026-05-31 22:06","200010","Manresa Road, Chelsea","2026-05-31 22:29","001112","Nutford Place, Marylebone","57327","CLASSIC","22m 51s","1371942"
"158447285","2026-05-31 22:06","200038","Ackroyd Drive, Bow","2026-05-31 22:44","000995","Little Argyll Street, West End","62192","PBSC_EBIKE","38m 9s","2289485"
"158447286","2026-05-31 22:06","001130","Grove End Road, St. John's Wood","2026-05-31 22:10","300072","Broadley Terrace, Marylebone","62595","PBSC_EBIKE","4m 2s","242166"
"158447287","2026-05-31 22:06","002696","Waterloo Station 1, Waterloo","2026-05-31 22:18","001065","Aldersgate Street, Barbican","64128","PBSC_EBIKE","12m 32s","752703"
"158447288","2026-05-31 22:06","001150","Queensway, Kensington Gardens","2026-05-31 22:56","300053","Stephendale Road, Sands End","60482","PBSC_EBIKE","49m 31s","2971779"
"158447289","2026-05-31 22:06","200172","Lansdowne Road, Ladbroke Grove","2026-05-31 22:33","001128","Westbourne Green, Westbourne","55824","CLASSIC","26m 41s","1601933"
"158447290","2026-05-31 22:06","001096","Bayswater Road, Hyde Park","2026-05-31 22:38","001224","Vauxhall Street, Vauxhall","20511","CLASSIC","31m 59s","1919114"
"158447291","2026-05-31 22:06","200142","Hammersmith Road, Hammersmith","2026-05-31 22:10","300097","Gwendwr Road, West Kensington","58235","CLASSIC","3m 15s","195546"
"158447292","2026-05-31 22:07","300202","Kings Gate House, Westminster","2026-05-31 22:12","022159","Ebury Bridge, Pimlico","55539","CLASSIC","5m 4s","304575"
"158447293","2026-05-31 22:07","001174","Alderney Street, Pimlico","2026-05-31 22:14","022164","Eaton Square (South), Belgravia","57602","CLASSIC","7m 37s","457505"
"158447277","2026-05-31 22:05","001214","Kensington Olympia Station, Olympia","2026-05-31 22:11","200116","Vereker Road, West Kensington","56175","CLASSIC","5m 44s","344733"
"158447278","2026-05-31 22:05","001214","Kensington Olympia Station, Olympia","2026-05-31 22:11","200116","Vereker Road, West Kensington","50396","CLASSIC","5m 47s","347078"
"158447279","2026-05-31 22:05","300226","Copper Box Arena, Queen Elizabeth Olympic Park","2026-05-31 22:09","300200","East Village, Queen Elizabeth Olympic Park","58964","CLASSIC","3m 46s","226421"
"158447280","2026-05-31 22:05","200030","Driffield Road, Old Ford","2026-05-31 22:20","022175","Canton Street, Poplar","56005","CLASSIC","14m 40s","880927"
"158447281","2026-05-31 22:05","001189","Long Lane , Bermondsey","2026-05-31 22:11","003448","Webber Street , Southwark","24236","CLASSIC","6m 5s","365422"
"158447282","2026-05-31 22:05","200244","Hollybush Gardens, Bethnal Green","2026-05-31 22:28","200006","Hewison Street, Old Ford","62526","PBSC_EBIKE","22m 45s","1365670"
"158447263","2026-05-31 22:04","200180","South Park, Sands End","2026-05-31 22:12","200219","Osiers Road, Wandsworth","54019","CLASSIC","8m 4s","484372"
"158447264","2026-05-31 22:04","001075","Hyde Park Corner, Hyde Park","2026-05-31 22:27","001075","Hyde Park Corner, Hyde Park","62671","PBSC_EBIKE","22m 57s","1377597"
"158447265","2026-05-31 22:04","003496","St Mary's Hospital, Paddington","2026-05-31 22:22","003423","Maida Vale, Maida Vale","20022","CLASSIC","18m 3s","1083495"
"158447266","2026-05-31 22:04","003496","St Mary's Hospital, Paddington","2026-05-31 22:22","003423","Maida Vale, Maida Vale","58996","CLASSIC","17m 46s","1066627"
"158447267","2026-05-31 22:04","001212","Concert Hall Approach, South Bank","2026-05-31 22:23","001174","Alderney Street, Pimlico","53238","CLASSIC","19m 10s","1150927"
"158447268","2026-05-31 22:04","003476","Hinde Street, Marylebone","2026-05-31 22:10","200198","Seymour Place, Marylebone","57243","CLASSIC","6m 29s","389518"
"158447269","2026-05-31 22:04","200186","Nantes Close, Wandsworth","2026-05-31 22:16","300043","St. Peter's Terrace, Fulham","61134","PBSC_EBIKE","12m 7s","727791"
"158447270","2026-05-31 22:04","001179","Chelsea Green, Chelsea","2026-05-31 22:23","002693","Shouldham Street, Marylebone","41536","CLASSIC","19m 7s","1147166"
"158447271","2026-05-31 22:04","003485","Tyers Gate, Bermondsey","2026-05-31 22:18","200002","Jubilee Street, Stepney","60552","PBSC_EBIKE","14m 8s","848803"
"158447272","2026-05-31 22:04","001075","Hyde Park Corner, Hyde Park","2026-05-31 22:27","001075","Hyde Park Corner, Hyde Park","41170","CLASSIC","22m 41s","1361240"
"158447273","2026-05-31 22:04","001161","Brushfield Street, Liverpool Street","2026-05-31 22:10","200135","Selby Street, Whitechapel","51668","CLASSIC","5m 20s","320147"
"158447274","2026-05-31 22:05","001224","Vauxhall Street, Vauxhall","2026-05-31 22:19","300010","Surrey Lane, Battersea","61121","PBSC_EBIKE","14m 9s","849465"
"158447275","2026-05-31 22:05","001025","Bolsover Street, Fitzrovia","2026-05-31 22:16","001187","St. John's Wood Road, St. John's Wood","51960","CLASSIC","11m 17s","677308"
"158447276","2026-05-31 22:05","003505","Marloes Road, Kensington","2026-05-31 22:09","001107","Gloucester Road Station, South Kensington","53909","CLASSIC","4m 26s","266032"
"158447249","2026-05-31 22:03","001077","Royal London Hospital, Whitechapel","2026-05-31 22:10","200157","Fournier Street, Whitechapel","51022","CLASSIC","7m 21s","441106"
"158447250","2026-05-31 22:03","000995","Little Argyll Street, West End","2026-05-31 22:22","001112","Nutford Place, Marylebone","23727","CLASSIC","19m 26s","1166163"
"158447251","2026-05-31 22:03","001150","Queensway, Kensington Gardens","2026-05-31 22:29","001150","Queensway, Kensington Gardens","56007","CLASSIC","26m 17s","1577418"
"158447252","2026-05-31 22:03","200197","Barons Court Station, West Kensington","2026-05-31 22:09","300028","Everington Street, Fulham","53620","CLASSIC","6m 16s","376201"
"158447253","2026-05-31 22:03","003496","St Mary's Hospital, Paddington","2026-05-31 22:31","003423","Maida Vale, Maida Vale","55604","CLASSIC","27m 47s","1667443"
"158447254","2026-05-31 22:03","200029","Finlay Street, Fulham","2026-05-31 22:15","200063","Mexfield Road, East Putney","63269","PBSC_EBIKE","12m 7s","727872"
"158447255","2026-05-31 22:03","000963","Bankside Mix, Bankside","2026-05-31 22:21","200156","Pott Street, Bethnal Green","51919","CLASSIC","17m 40s","1060482"
"158447256","2026-05-31 22:03","003461","Sloane Avenue, Knightsbridge","2026-05-31 22:08","003499","Prince Consort Road, Knightsbridge","61162","PBSC_EBIKE","5m 1s","301904"
"158447257","2026-05-31 22:03","300081","Haggerston Road, Haggerston","2026-05-31 22:08","003426","Lansdowne Drive, Hackney Central","53659","CLASSIC","5m 5s","305898"
"158447258","2026-05-31 22:03","200029","Finlay Street, Fulham","2026-05-31 22:15","200063","Mexfield Road, East Putney","60549","PBSC_EBIKE","12m 1s","721848"
"158447259","2026-05-31 22:03","001077","Royal London Hospital, Whitechapel","2026-05-31 22:10","200157","Fournier Street, Whitechapel","58044","CLASSIC","6m 54s","414303"
"158447260","2026-05-31 22:03","300206","Saltoun Road, Brixton","2026-05-31 23:05","300024","Dunston Road , Haggerston","30781","CLASSIC","1h 1m 42s","3702439"
"158447261","2026-05-31 22:03","200186","Nantes Close, Wandsworth","2026-05-31 22:17","200098","Aintree Street, Fulham","62880","PBSC_EBIKE","13m 32s","812981"
"158447262","2026-05-31 22:04","001182","Notting Hill Gate Station, Notting Hill","2026-05-31 22:10","300244","The Metropolitan, Portobello","57651","CLASSIC","6m 38s","398093"
"158447234","2026-05-31 22:02","300083","Duke Street Hill, London Bridge","2026-05-31 22:41","001140","Grosvenor Road, Pimlico","56675","CLASSIC","39m 29s","2369870"
"158447235","2026-05-31 22:02","001068","Norton Folgate, Liverpool Street","2026-05-31 22:21","300063","Burgess Park Albany Road, Walworth","30857","CLASSIC","19m 0s","1140049"
