object_key,size_bytes,last_modified,publication_period_start,publication_period_end,schema_family,header_variant_id,header_variant_key,local_retained,local_size_matches_listing,content_sha256,raw_rows,silver_rows,quarantine_rows,reconciliation_delta,supersedes_object_key,supersession_evidence,evidence_class,incident_classification,publication_status,notes
usage-stats/432JourneyDataExtract16Nov2025-30Nov2025.csv,55943827,2026-01-14T15:48:39.000Z,2025-11-16,2025-11-30,nextgen,sha256:acb72a406ae5c01d81b0ff13f11291117ad7609a8e491d84b0232951e9907636,nextgen_station_names_first,true,true,dec58821c3847548d2ff820813ab85b593d6875eee187144b2505e457651d255,336361,336359,2,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/433JourneyDataExtract01Dec2025-15Dec2025.csv,56367054,2026-01-14T15:48:39.000Z,2025-12-01,2025-12-15,nextgen,sha256:8f4bcab54708e7b33d943a4b9b323c66008ec09ee445918564c6fedbd194e418,nextgen_interleaved_station_order,true,true,7aad45d2d89e34b08feaac6edc80a4c50f8ad9c56ccc7370274d44198a653496,339106,339103,3,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/434JourneyDataExtract16Dec2025-31Dec2025.csv,36413847,2026-01-14T15:48:39.000Z,2025-12-16,2025-12-31,nextgen,sha256:8f4bcab54708e7b33d943a4b9b323c66008ec09ee445918564c6fedbd194e418,nextgen_interleaved_station_order,true,true,6544dacb1933688c2eebb55684be5302b817b07865f6e965634c125312a9538a,218813,218813,0,0,,,observed,reordered_header,metadata_and_local_hash,
usage-stats/435JourneyDataExtract01Jan2026-15Jan2026.csv,39045325,2026-06-09T13:46:23.000Z,2026-01-01,2026-01-15,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,474ffe3d116f8a9fac7927dc7a93c614878ab7d3a6ba917724fe655f5fa04db4,234788,234787,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/436JourneyDataExtract16Jan2026-31Jan2026.csv,56707311,2026-06-09T13:46:23.000Z,2026-01-16,2026-01-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,2cbe54b6fe1f9f27ab51444fec668f1cbe24b7e4a2392d58a20c27a364721519,340895,340894,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/437JourneyDataExtract01Feb2026-14Feb2026.csv,44204143,2026-06-09T13:46:23.000Z,2026-02-01,2026-02-14,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,eb624940bb031c1911f17564182f902fa9e39cfe53eeefc2f1ebcdc453f03628,265910,265910,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/438JourneyDataExtract15Feb2026-28Feb2026.csv,49697702,2026-06-09T13:46:23.000Z,2026-02-15,2026-02-28,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,5a9f13cc3db14812a34caf883a4abee3bf661a123af65a85474a9e53e47056cc,298734,298734,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/439JourneyDataExtract01Mar2026-15Mar2026.csv,58895880,2026-06-09T13:50:19.000Z,2026-03-01,2026-03-15,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,efe13af56384899a09bdd27036eaeebe071412faa24c3f6847a2778689b5d9f7,353765,353764,1,0,,,observed,none,metadata_and_local_hash,
usage-stats/43JourneyDataExtract01Feb2017-07Feb2017.csv,18756158,2017-03-15T17:01:06.000Z,2017-02-01,2017-02-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/440JourneyDataExtract15Mar2026-31Mar2026.csv,67099894,2026-06-09T13:50:19.000Z,2026-03-15,2026-03-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,a5d49bcf06c295f6a5ae0a7db8fa976e1423c10bf5231801b8bb2ee8ef462005,403325,403322,3,0,,,observed,none,metadata_and_local_hash,
usage-stats/441JourneyDataExtract01Apr2026-15Apr2026.csv,58480940,2026-06-09T13:50:19.000Z,2026-04-01,2026-04-15,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,37afd6f1357f44ba11c78e94ae8c5c4c7dfefe9b267ccc113503827561fa295a,350915,350913,2,0,,,observed,none,metadata_and_local_hash,
usage-stats/442JourneyDataExtract16Apr2026-30Apr2026.csv,75291625,2026-06-09T13:50:19.000Z,2026-04-16,2026-04-30,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,6d0680dcc998bcbd01f2b39d1148f2cbbbceea20f8e9df891a95c6aa441dd127,451917,451912,5,0,,,observed,none,metadata_and_local_hash,
usage-stats/443JourneyDataExtract01May2026-16May2026.csv,71131963,2026-06-09T13:50:19.000Z,2026-05-01,2026-05-16,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,1d77e82e4c540183d92d19d87a6f078ef9c1eeff09b0d22b7c330c5127d57bec,426815,426815,0,0,,,observed,none,metadata_and_local_hash,
usage-stats/444JourneyDataExtract17May2026-31May2026.csv,72764192,2026-06-09T13:50:19.000Z,2026-05-17,2026-05-31,nextgen,sha256:bd7b2ebb5148dca5b4b4bce591d0a9acc062c9e3df6cc7eb92530a083c78e7e5,nextgen_standard,true,true,20ff75281aefebd034883b59d3535a081b9b20862d4e1fceb9c666e5d9b8c97a,436202,436200,2,0,,,observed,partial_boundary_date,metadata_and_local_hash,3 locally observed starts on 2026-06-01 beyond the filename end date
usage-stats/44JourneyDataExtract08Feb2017-14Feb2017.csv,16632899,2017-03-15T17:00:27.000Z,2017-02-08,2017-02-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/45JourneyDataExtract15Feb2017-21Feb2017.csv,21179040,2017-03-15T17:02:48.000Z,2017-02-15,2017-02-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/46JourneyDataExtract22Feb2017-28Feb2017.csv,18191104,2017-03-15T17:02:12.000Z,2017-02-22,2017-02-28,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/47JourneyDataExtract01Mar2017-07Mar2017.csv,19708533,2017-03-15T17:06:06.000Z,2017-03-01,2017-03-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/48JourneyDataExtract08Mar2017-14Mar2017.csv,23409196,2017-03-15T17:05:57.000Z,2017-03-08,2017-03-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/49JourneyDataExtract15Mar2017-21Mar2017.xlsx,10939999,2017-03-23T11:03:43.000Z,2017-03-15,2017-03-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/4a.JourneyDataExtract01Apr15-16Apr15.csv,51464075,2016-08-24T14:13:34.000Z,2015-04-01,2015-04-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/4b.JourneyDataExtract 17Apr15-02May15.csv,55715516,2016-08-24T14:13:45.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/50 Journey Data Extract 22Mar2017-28Mar2017.csv,23600415,2017-04-19T09:48:12.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/51 Journey Data Extract 29Mar2017-04Apr2017.csv,26607449,2017-04-19T09:47:54.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/52 Journey Data Extract 05Apr2017-11Apr2017.csv,30823972,2017-04-19T09:47:40.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/53JourneyDataExtract12Apr2017-18Apr2017.csv,22222026,2017-05-09T08:51:23.000Z,2017-04-12,2017-04-18,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/54JourneyDataExtract19Apr2017-25Apr2017.csv,26147246,2017-05-09T08:51:43.000Z,2017-04-19,2017-04-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/55JourneyData Extract26Apr2017-02May2017.csv,23432931,2017-05-09T08:52:05.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/56JourneyDataExtract 03May2017-09May2017.csv,25584245,2017-05-11T14:13:08.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/57JourneyDataExtract10May2017-16May2017.csv,27201854,2017-05-19T14:02:16.000Z,2017-05-10,2017-05-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/58JourneyDataExtract17May2017-23May2017.csv,25599256,2017-05-25T08:29:41.000Z,2017-05-17,2017-05-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/59JourneyDataExtract24May2017-30May2017.csv,31127688,2017-05-31T13:34:20.000Z,2017-05-24,2017-05-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/5a.JourneyDataExtract03May15-16May15.csv,48750814,2016-08-24T14:13:59.000Z,2015-05-03,2015-05-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/5b.JourneyDataExtract17May15-30May15.csv,51948160,2016-08-24T14:14:11.000Z,2015-05-17,2015-05-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/60JourneyDataExtract31May2017-06Jun2017.csv,28357343,2017-06-07T15:21:28.000Z,2017-05-31,2017-06-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/61JourneyDataExtract07Jun2017-13Jun2017.csv,30163497,2017-06-15T12:32:41.000Z,2017-06-07,2017-06-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/62JourneyDataExtract14Jun2017-20Jun2017.csv,35548875,2017-07-05T11:31:14.000Z,2017-06-14,2017-06-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/63JourneyDataExtract21Jun2017-27Jun2017.csv,30496272,2017-07-11T16:26:59.000Z,2017-06-21,2017-06-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/64JourneyDataExtract28Jun2017-04Jul2017.csv,33295260,2017-07-11T16:26:38.000Z,2017-06-28,2017-07-04,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/65JourneyDataExtract05Jul2017-11Jul2017.csv,34054170,2017-07-13T11:50:41.000Z,2017-07-05,2017-07-11,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/66JourneyDataExtract12Jul2017-18Jul2017.csv,32194296,2017-08-09T08:45:17.000Z,2017-07-12,2017-07-18,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/67JourneyDataExtract19Jul2017-25Jul2017.csv,27980289,2017-08-09T08:45:45.000Z,2017-07-19,2017-07-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/68JourneyDataExtract26Jul2017-31Jul2017.csv,23363051,2017-08-09T08:46:11.000Z,2017-07-26,2017-07-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/69JourneyDataExtract01Aug2017-07Aug2017.csv,27444824,2017-09-20T13:51:34.000Z,2017-08-01,2017-08-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/6aJourneyDataExtract31May15-12Jun15.csv,51513415,2016-08-24T14:14:25.000Z,2015-05-31,2015-06-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/6bJourneyDataExtract13Jun15-27Jun15.csv,62770968,2016-08-24T14:14:36.000Z,2015-06-13,2015-06-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/70JourneyDataExtract08Aug2017-14Aug2017.csv,26210762,2017-09-20T13:51:53.000Z,2017-08-08,2017-08-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/71JourneyDataExtract15Aug2017-22Aug2017.csv,30238704,2017-09-20T13:52:11.000Z,2017-08-15,2017-08-22,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/72JourneyDataExtract23Aug2017-29Aug2017.csv,28921544,2017-09-20T13:52:31.000Z,2017-08-23,2017-08-29,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/73JourneyDataExtract30Aug2017-05Sep2017.csv,25301473,2017-09-20T13:59:49.000Z,2017-08-30,2017-09-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/74JourneyDataExtract06Sep2017-12Sep2017.csv,24275323,2017-09-20T14:00:14.000Z,2017-09-06,2017-09-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/75JourneyDataExtract13Sep2017-19Sep2017.csv,25497631,2017-09-20T14:00:32.000Z,2017-09-13,2017-09-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/76JourneyDataExtract20Sep2017-26Sep2017.csv,27743176,2017-10-31T15:21:01.000Z,2017-09-20,2017-09-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/77JourneyDataExtract27Sep2017-03Oct2017.csv,26348497,2017-10-31T15:21:17.000Z,2017-09-27,2017-10-03,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/78JourneyDataExtract04Oct2017-10Oct2017.csv,27510237,2017-10-31T15:21:31.000Z,2017-10-04,2017-10-10,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/79JourneyDataExtract11Oct2017-17Oct2017.csv,28322922,2017-10-31T15:21:44.000Z,2017-10-11,2017-10-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/7a.JourneyDataExtract28Jun15-11Jul15.csv,69560935,2016-08-24T14:14:50.000Z,2015-06-28,2015-07-11,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/7b.JourneyDataExtract12Jul15-25Jul15.csv,57317508,2016-08-24T14:15:05.000Z,2015-07-12,2015-07-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/80JourneyDataExtract18Oct2017-24Oct2017.csv,23390665,2017-10-31T15:24:03.000Z,2017-10-18,2017-10-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/81JourneyDataExtract25Oct2017-31Oct2017.csv,25260806,2017-12-11T10:44:36.000Z,2017-10-25,2017-10-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/82JourneyDataExtract01Nov2017-07Nov2017.csv,24124382,2017-12-11T10:45:00.000Z,2017-11-01,2017-11-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/83JourneyDataExtract08Nov2017-14Nov2017.csv,21684181,2017-12-11T10:45:29.000Z,2017-11-08,2017-11-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/84JourneyDataExtract15Nov2017-21Nov2017.csv,21630715,2017-12-11T10:45:45.000Z,2017-11-15,2017-11-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/85JourneyDataExtract22Nov2017-28Nov2017.csv,21045620,2017-12-11T10:46:00.000Z,2017-11-22,2017-11-28,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/86JourneyDataExtract29Nov2017-05Dec2017.csv,19704514,2017-12-11T10:46:21.000Z,2017-11-29,2017-12-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/87JourneyDataExtract06Dec2017-12Dec2017.csv,16113127,2018-02-15T11:49:40.000Z,2017-12-06,2017-12-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/88JourneyDataExtract13Dec2017-19Dec2017.csv,15695037,2018-02-15T11:49:52.000Z,2017-12-13,2017-12-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/89JourneyDataExtract20Dec2017-26Dec2017.csv,13306018,2018-02-15T11:50:03.000Z,2017-12-20,2017-12-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/8a-Journey-Data-Extract-26Jul15-07Aug15.csv,59614317,2015-10-22T16:06:56.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/8b-Journey-Data-Extract-08Aug15-22Aug15.csv,62706885,2015-10-22T16:07:46.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/90JourneyDataExtract27Dec2017-02Jan2018.csv,8384731,2018-02-15T11:50:14.000Z,2017-12-27,2018-01-02,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/91JourneyDataExtract03Jan2018-09Jan2018.csv,16006442,2018-02-15T11:50:24.000Z,2018-01-03,2018-01-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/92JourneyDataExtract10Jan2018-16Jan2018.csv,18618252,2018-02-15T11:50:31.000Z,2018-01-10,2018-01-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/93JourneyDataExtract17Jan2018-23Jan2018.csv,17591748,2018-02-15T11:50:45.000Z,2018-01-17,2018-01-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/94JourneyDataExtract24Jan2018-30Jan2018.csv,19317042,2018-02-15T11:51:02.000Z,2018-01-24,2018-01-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/95JourneyDataExtract31Jan2018-06Feb2018.csv,17621910,2018-02-15T11:51:15.000Z,2018-01-31,2018-02-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/96JourneyDataExtract07Feb2018-13Feb2018.csv,17072972,2018-02-15T11:51:30.000Z,2018-02-07,2018-02-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/97JourneyDataExtract14Feb2018-20Feb2018.csv,18701361,2018-04-12T09:43:34.000Z,2018-02-14,2018-02-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/98JourneyDataExtract21Feb2018-27Feb2018.csv,17237378,2018-04-12T09:43:47.000Z,2018-02-21,2018-02-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/99JourneyDataExtract28Feb2018-06Mar2018.csv,11650126,2018-04-12T09:44:22.000Z,2018-02-28,2018-03-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/9a-Journey-Data-Extract-23Aug15-05Sep15.csv,43178453,2015-10-22T16:03:29.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/9b-Journey-Data-Extract-06Sep15-19Sep15.csv,50958478,2015-10-22T16:04:00.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/cyclehireusagestats-2012.zip,225391187,2015-09-08T10:37:13.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/cyclehireusagestats-2013.zip,183134189,2015-09-08T10:20:50.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/cyclehireusagestats-2014.zip,225215129,2015-09-08T10:09:38.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/cycling-load.json,10776,2017-05-24T15:17:10.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
